canal_ingreso,tipo_tarjeta,pais_transaccion,categoria_comercio,edad_cliente,antiguedad_meses,saldo_promedio_usd,monto_usd,hora_transaccion,num_transacciones_24h,num_transacciones_7d,distancia_comercio_km,score_velocidad,ratio_monto_promedio,es_fraude,mes_transaccion,anio_transaccion
Banca_en_linea,Credito_clasica,Peru,Supermercado,58,115,5725.07,116.73,18,6,18,2.2,4.5,0.394,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,62,158,1411.06,40.04,16,3,39,20.8,95.6,0.497,0,5,2024
Banca_en_linea,Debito,Ecuador,Ropa,61,3,3537.26,116.57,0,3,6,2.3,42.4,,0,2,2024
Cajero_ATM,Debito,Ecuador,Otro,28,122,1815.38,126.48,5,5,11,9.8,29.0,1.255,0,12,2024
Banca_en_linea,Debito,Ecuador,Transferencia,29,43,526.93,208.49,18,8,32,0.8,53.2,5.736,0,10,2024
POS,Debito,Ecuador,Viaje,35,7,6775.44,42.25,19,14,40,21.2,80.1,0.121,0,6,2024
App_movil,Debito,Ecuador,Supermercado,47,125,1713.28,73.9,0,8,20,0.5,47.5,0.772,0,5,2024
App_movil,Debito,Ecuador,Restaurante,61,49,3515.23,72.89,7,3,33,8.1,64.5,0.392,0,6,2024
Cajero_ATM,Debito,Ecuador,Gasolinera,65,121,1343.9,485.74,16,8,40,15.1,,6.292,0,1,2024
Cajero_ATM,Credito_gold,Peru,Entretenimiento,54,73,247.65,93.03,20,13,8,1.2,,4.156,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Entretenimiento,37,41,464.87,216.03,21,11,35,5.2,13.8,6.498,0,9,2024
App_movil,Credito_platinum,Chile,Gasolinera,42,106,1914.04,213.43,14,13,5,0.4,3.9,2.019,0,12,2024
Cajero_ATM,Credito_clasica,Panama,Gasolinera,29,77,3127.67,51.29,17,8,35,11.5,13.7,0.308,0,10,2024
Banca_en_linea,Credito_gold,Ecuador,Supermercado,38,127,1218.93,132.25,6,3,47,3.7,28.6,1.864,0,2,2024
App_movil,Credito_gold,USA,Restaurante,42,91,3172.62,342.08,15,10,14,,25.3,2.029,0,1,2024
Banca_en_linea,Credito_gold,USA,Electronica,28,155,3198.59,101.71,6,13,21,27.0,61.5,0.599,0,10,2024
Cajero_ATM,Credito_clasica,Argentina,Supermercado,26,8,3242.95,440.38,16,10,47,,45.6,2.558,0,11,2024
Banca_en_linea,Credito_gold,Colombia,Electronica,67,32,1895.75,41.21,3,2,24,0.5,3.9,0.393,0,9,2024
POS,Debito,Ecuador,Transferencia,42,64,6359.41,16.56,11,10,17,11.3,3.5,0.05,0,10,2024
App_movil,Debito,Colombia,Farmacia,52,138,1879.43,338.09,12,2,18,15.5,9.1,3.252,0,9,2024
Banca_en_linea,Credito_clasica,Colombia,Supermercado,69,13,1695.8,287.27,3,9,34,31.7,35.3,3.031,1,9,2024
Cajero_ATM,Credito_clasica,Colombia,Restaurante,49,93,755.92,740.74,20,7,12,1.7,0.6,15.498,0,6,2024
POS,Debito,Ecuador,Electronica,66,163,1119.18,175.63,0,6,16,5.0,49.4,2.663,0,8,2024
App_movil,Credito_platinum,Panama,Gasolinera,31,61,308.14,418.95,0,7,4,18.6,36.1,16.49,0,11,2024
Banca_en_linea,Credito_gold,Chile,Gasolinera,18,8,2709.63,268.13,6,8,25,16.4,55.5,1.843,0,1,2024
Sucursal,Credito_clasica,Ecuador,Farmacia,34,29,914.33,284.1,8,12,34,9.8,72.1,5.099,0,10,2024
Banca_en_linea,Credito_platinum,Ecuador,Farmacia,42,95,1106.57,131.3,0,1,28,,25.1,2.01,0,4,2024
App_movil,Credito_clasica,Ecuador,Entretenimiento,25,41,3883.06,77.28,15,8,46,3.3,15.7,0.379,0,1,2024
App_movil,Credito_platinum,Panama,Gasolinera,22,158,1190.85,413.99,17,3,11,,27.8,5.953,1,8,2024
Banca_en_linea,Credito_clasica,Peru,Entretenimiento,22,149,893.33,89.88,21,3,13,25.5,0.2,1.644,0,1,2024
POS,Debito,Colombia,Gasolinera,58,11,662.99,121.09,14,6,31,1.9,12.0,2.806,0,3,2024
App_movil,Credito_gold,Ecuador,Supermercado,52,2,3927.56,93.62,5,4,25,8.5,75.1,0.454,0,4,2024
App_movil,Credito_gold,Colombia,Farmacia,36,178,547.31,129.8,1,4,39,8.8,22.3,3.474,0,8,2024
Cajero_ATM,Credito_gold,Ecuador,Farmacia,40,169,1711.71,100.37,8,4,10,4.6,99.4,,0,6,2024
Cajero_ATM,Credito_platinum,Ecuador,Otro,26,131,1967.76,12.37,3,10,24,4.3,16.8,0.114,0,10,2024
Banca_en_linea,Credito_gold,USA,Viaje,71,80,3107.0,325.62,12,9,1,11.0,78.9,1.969,1,12,2024
Sucursal,Credito_clasica,Argentina,Transferencia,47,179,2707.92,93.15,22,8,25,4.9,70.5,0.641,1,7,2024
Banca_en_linea,Credito_gold,Chile,Transferencia,67,87,4361.33,138.35,21,3,28,2.9,32.2,0.607,0,8,2024
App_movil,Credito_gold,Chile,Ropa,33,153,314.46,27.48,10,1,36,5.1,33.1,1.068,0,2,2024
App_movil,Credito_clasica,Ecuador,Farmacia,50,158,1079.01,5.51,12,1,18,16.5,56.4,0.086,0,10,2024
Cajero_ATM,Credito_gold,Ecuador,Farmacia,19,106,1021.73,47.21,10,1,6,34.0,85.2,0.773,0,11,2024
App_movil,Debito,Peru,Otro,31,139,594.61,187.91,18,4,2,10.1,38.6,4.73,0,8,2024
Cajero_ATM,Credito_gold,Mexico,Entretenimiento,63,17,1053.33,20.67,7,14,3,15.2,6.1,0.33,0,3,2024
POS,Credito_gold,Ecuador,Supermercado,18,154,1126.81,364.35,6,6,46,7.6,37.4,5.492,0,7,2024
Banca_en_linea,Credito_gold,Ecuador,Entretenimiento,43,23,2044.76,41.32,15,4,8,9.8,20.7,0.368,0,3,2024
Cajero_ATM,Credito_gold,Ecuador,Supermercado,42,48,2924.41,39.34,2,11,31,44.3,93.9,0.252,0,7,2024
Banca_en_linea,Credito_gold,Colombia,Electronica,33,20,1399.53,35.04,16,11,48,5.8,69.7,0.438,0,11,2024
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,32,2,3377.69,7.11,17,3,19,0.7,5.1,0.04,0,12,2024
Sucursal,Credito_gold,Ecuador,Viaje,43,88,1224.31,226.63,14,8,6,31.5,29.3,3.182,1,2,2024
App_movil,Debito,Ecuador,Transferencia,64,31,1057.22,316.96,16,14,14,15.8,5.0,5.042,0,10,2024
App_movil,Debito,Ecuador,Restaurante,61,155,2147.79,147.85,10,8,3,5.1,83.0,1.259,0,6,2024
Cajero_ATM,Debito,Panama,Supermercado,33,130,260.01,36.28,4,6,48,40.4,90.6,1.577,0,3,2024
Cajero_ATM,Credito_clasica,Ecuador,Restaurante,31,78,407.88,55.38,15,9,1,4.2,11.2,1.822,0,3,2024
Cajero_ATM,Credito_clasica,Peru,Ropa,46,4,1553.08,101.92,14,12,44,4.7,44.0,1.163,0,9,2024
App_movil,Credito_gold,Colombia,Gasolinera,41,141,7357.93,468.0,9,10,30,9.4,93.2,1.238,0,7,2024
Sucursal,Credito_clasica,Panama,Restaurante,64,163,3395.95,47.62,13,1,46,3.2,14.5,0.265,0,5,2024
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,72,128,430.64,202.32,1,13,19,12.0,29.2,6.416,0,12,2024
Cajero_ATM,Debito,Argentina,Electronica,32,134,4882.17,91.83,15,8,19,1.7,,,1,10,2024
App_movil,Credito_clasica,Colombia,Restaurante,36,31,3494.73,58.04,18,6,9,1.1,3.0,0.314,0,7,2024
Sucursal,Credito_clasica,Argentina,Viaje,25,138,2560.1,96.3,7,1,7,7.7,3.6,0.698,0,9,2024
App_movil,Debito,Mexico,Supermercado,51,21,4491.07,16.08,14,4,46,,95.3,0.069,0,1,2024
Sucursal,Debito,Ecuador,Ropa,19,23,1494.25,245.43,9,5,37,1.1,57.1,2.897,0,7,2024
Banca_en_linea,Debito,Ecuador,Restaurante,44,131,825.97,46.82,4,7,41,33.3,30.7,0.913,0,6,2024
Cajero_ATM,Debito,Ecuador,Electronica,27,160,1993.72,198.87,19,8,7,,37.9,1.813,0,10,2024
Sucursal,Credito_clasica,Ecuador,Restaurante,52,148,2189.84,15.62,15,9,9,1.6,,0.131,0,12,2024
App_movil,Debito,Ecuador,Viaje,40,29,2132.24,470.49,20,12,4,,36.7,4.035,0,9,2024
Banca_en_linea,Credito_gold,Ecuador,Otro,66,105,2281.45,37.17,21,12,25,16.1,22.8,0.3,0,1,2024
App_movil,Credito_gold,Ecuador,Transferencia,25,52,7625.4,326.51,11,6,49,7.4,10.2,0.834,0,4,2024
Sucursal,Credito_clasica,Ecuador,Farmacia,45,115,6013.24,253.69,22,10,12,,72.9,0.817,0,9,2024
App_movil,Credito_platinum,Ecuador,Electronica,40,174,5412.99,520.65,12,9,6,,18.1,1.855,0,4,2024
App_movil,Credito_clasica,Ecuador,Entretenimiento,21,162,4241.37,102.48,8,4,18,5.6,7.0,0.461,0,10,2024
Banca_en_linea,Credito_clasica,Ecuador,Viaje,31,101,7380.61,199.96,16,8,40,4.1,42.7,0.528,0,3,2024
App_movil,Credito_platinum,Ecuador,Restaurante,70,84,459.22,74.47,19,3,21,,4.0,2.259,0,9,2024
App_movil,Debito,Ecuador,Entretenimiento,59,61,970.13,35.57,11,4,15,25.9,96.5,0.608,0,2,2024
Sucursal,Credito_platinum,Ecuador,Electronica,46,125,1908.27,92.8,4,10,3,2.8,62.7,0.88,0,4,2024
Sucursal,Debito,Panama,Restaurante,18,71,4885.7,32.18,23,4,2,19.3,15.3,0.127,0,6,2024
Sucursal,Credito_clasica,Ecuador,Restaurante,21,70,1958.83,607.98,11,6,41,25.3,17.2,5.632,0,2,2024
Cajero_ATM,Debito,Ecuador,Restaurante,49,139,3646.16,20.18,0,9,40,23.2,57.0,0.105,0,8,2024
App_movil,Credito_gold,Ecuador,Electronica,50,108,574.04,138.45,19,6,4,30.4,35.7,3.577,0,8,2024
Sucursal,Credito_clasica,Panama,Restaurante,66,21,927.26,152.71,15,1,32,18.5,77.4,,0,1,2024
App_movil,Credito_gold,Mexico,Supermercado,43,131,3489.83,120.85,11,5,2,9.0,54.6,0.655,0,12,2024
Sucursal,Credito_clasica,Panama,Supermercado,34,82,650.01,167.79,8,9,46,5.3,43.3,3.948,0,3,2024
Sucursal,Credito_clasica,Peru,Farmacia,56,88,1282.18,23.53,12,5,29,6.8,96.3,0.318,0,10,2024
Banca_en_linea,Debito,Ecuador,Viaje,40,111,969.26,126.46,16,6,2,20.6,,2.163,0,9,2024
App_movil,Debito,Ecuador,Gasolinera,49,10,1276.43,55.79,16,3,34,3.6,40.1,0.756,0,5,2024
Cajero_ATM,Credito_platinum,Ecuador,Supermercado,69,155,3280.28,427.45,3,8,27,1.7,66.6,2.456,0,6,2024
Banca_en_linea,Credito_clasica,Chile,Supermercado,32,12,1346.56,220.37,13,10,39,1.5,80.9,2.85,0,4,2024
App_movil,Credito_gold,Peru,Transferencia,30,7,2225.68,544.11,18,11,44,,62.6,4.486,0,10,2024
Sucursal,Credito_gold,USA,Electronica,19,145,463.21,10.74,6,13,38,,69.9,0.324,0,2,2024
Banca_en_linea,Credito_clasica,Ecuador,Electronica,36,114,4287.12,55.35,2,4,18,6.9,37.3,0.247,0,11,2024
Cajero_ATM,Credito_clasica,Panama,Supermercado,41,26,1354.65,37.62,0,4,36,3.2,,0.484,0,8,2024
App_movil,Debito,Ecuador,Viaje,62,15,2814.11,6.68,11,11,19,11.3,19.7,0.044,0,11,2024
Cajero_ATM,Debito,Ecuador,Farmacia,41,33,3431.0,46.63,14,12,27,,68.0,0.257,0,6,2024
Cajero_ATM,Debito,Ecuador,Restaurante,28,62,788.23,175.34,10,5,45,8.4,22.1,3.549,0,5,2024
Cajero_ATM,Credito_clasica,Colombia,Supermercado,39,47,5600.0,44.42,9,14,20,5.1,0.1,0.153,0,9,2024
Cajero_ATM,Credito_clasica,Ecuador,Gasolinera,32,95,2594.24,111.7,1,10,21,38.1,93.4,0.8,1,1,2024
Cajero_ATM,Credito_clasica,Panama,Transferencia,27,35,1599.71,333.15,3,9,23,,30.6,3.702,1,5,2024
Banca_en_linea,Credito_clasica,Ecuador,Transferencia,58,76,703.26,182.51,16,13,30,8.0,19.7,,0,6,2024
Banca_en_linea,Credito_clasica,Colombia,Ropa,44,123,7331.29,80.29,16,8,25,12.5,26.8,0.213,0,5,2024
Sucursal,Credito_gold,Ecuador,Viaje,26,83,3716.94,74.89,7,7,31,6.6,33.0,0.382,0,6,2024
App_movil,Credito_gold,Ecuador,Supermercado,69,25,783.06,96.25,22,5,27,2.5,47.5,1.958,0,6,2024
App_movil,Debito,Panama,Farmacia,45,57,1230.13,34.23,13,9,34,7.7,,0.479,0,7,2024
Cajero_ATM,Debito,USA,Ropa,18,32,4347.55,155.77,23,9,8,28.9,5.3,0.685,1,4,2024
Banca_en_linea,Credito_gold,USA,Restaurante,34,63,3174.17,72.92,3,10,19,5.3,29.3,0.432,1,11,2024
App_movil,Credito_clasica,Panama,Transferencia,48,12,3828.78,291.95,5,10,41,11.4,,1.449,0,8,2024
Cajero_ATM,Credito_gold,Peru,Restaurante,61,63,1654.91,216.93,18,2,26,38.2,11.8,2.339,0,7,2024
Banca_en_linea,Debito,Ecuador,Restaurante,27,77,3351.15,146.44,23,4,28,17.7,40.5,0.825,0,9,2024
App_movil,Credito_clasica,Peru,Ropa,54,92,1421.41,72.93,3,8,4,10.8,,0.9,1,7,2024
App_movil,Debito,Ecuador,Ropa,46,1,793.31,40.35,2,13,31,13.3,2.6,,0,3,2024
Cajero_ATM,Debito,Ecuador,Viaje,35,179,2703.78,229.52,19,14,16,,88.6,,0,3,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,64,70,9525.7,104.95,5,1,10,32.1,88.6,0.216,0,8,2024
App_movil,Credito_clasica,USA,Transferencia,55,136,1129.84,43.19,22,13,38,34.7,20.9,0.65,0,5,2024
Cajero_ATM,Credito_gold,Peru,Farmacia,56,133,1744.96,37.57,6,5,48,9.8,16.3,0.386,0,4,2024
App_movil,Credito_gold,Ecuador,Electronica,66,86,3002.16,32.12,13,8,10,4.9,54.7,0.201,0,8,2024
App_movil,Credito_clasica,USA,Otro,23,39,2149.52,230.2,11,2,45,1.4,63.1,1.96,0,6,2024
POS,Credito_gold,Mexico,Viaje,57,23,4835.6,44.01,15,2,9,4.9,95.8,0.175,0,2,2024
Banca_en_linea,Debito,Ecuador,Supermercado,29,68,3786.01,117.19,19,13,39,28.6,37.7,0.588,0,4,2024
Sucursal,Credito_clasica,Ecuador,Viaje,70,4,350.16,95.1,7,8,36,22.1,61.8,3.457,0,12,2024
App_movil,Credito_gold,USA,Supermercado,31,126,16327.78,134.99,22,10,36,7.4,87.8,0.163,1,11,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,61,175,3689.88,319.52,1,12,19,,45.0,1.643,0,4,2024
Cajero_ATM,Credito_clasica,Colombia,Gasolinera,72,21,5185.97,308.46,12,9,19,3.7,12.2,1.145,0,6,2024
App_movil,Debito,Ecuador,Otro,27,105,2833.13,94.97,7,7,12,6.1,37.7,0.626,0,6,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,71,66,5049.81,7.32,20,8,13,12.5,13.7,0.028,0,1,2024
Banca_en_linea,Credito_gold,USA,Ropa,37,7,498.04,88.38,19,5,25,5.1,1.7,2.532,0,8,2024
Cajero_ATM,Credito_gold,Peru,Supermercado,32,49,1268.27,144.78,15,1,36,2.1,75.2,,0,6,2024
Sucursal,Credito_gold,Panama,Viaje,48,16,5427.19,127.39,3,4,25,7.8,23.8,,0,3,2024
Sucursal,Credito_gold,Panama,Electronica,24,145,763.04,163.05,15,2,28,2.6,0.2,,0,9,2024
App_movil,Credito_clasica,USA,Ropa,58,84,403.68,30.1,19,3,42,,87.2,0.997,0,2,2024
Banca_en_linea,Credito_clasica,Peru,Restaurante,27,87,4079.33,161.0,5,12,39,4.9,44.4,0.752,0,11,2024
Cajero_ATM,Debito,Ecuador,Viaje,27,98,4711.9,35.25,3,3,30,24.0,23.9,0.144,0,8,2024
App_movil,Credito_clasica,Ecuador,Otro,65,75,643.79,213.26,15,9,5,2.6,26.3,5.055,0,10,2024
Banca_en_linea,Credito_clasica,Ecuador,Ropa,56,34,5016.3,67.12,22,13,17,2.1,24.1,0.257,0,3,2024
Cajero_ATM,Credito_platinum,USA,Electronica,45,161,3102.03,190.63,22,10,18,9.6,19.5,1.155,0,12,2024
App_movil,Credito_clasica,Ecuador,Transferencia,47,26,2035.35,12.36,20,4,43,15.1,84.1,0.111,0,5,2024
POS,Credito_clasica,Colombia,Supermercado,54,66,4633.57,83.6,12,2,47,8.4,17.0,,0,6,2024
App_movil,Credito_clasica,Ecuador,Viaje,72,125,1558.58,188.13,4,3,21,2.6,56.2,2.14,0,10,2024
App_movil,Credito_clasica,USA,Transferencia,20,63,739.16,43.6,14,3,22,0.4,7.7,0.928,0,6,2024
POS,Credito_gold,Mexico,Supermercado,67,87,1038.17,242.92,7,14,39,9.6,95.0,3.924,1,4,2024
Banca_en_linea,Debito,Ecuador,Electronica,60,41,1958.82,154.45,6,7,6,1.4,60.3,,0,3,2024
App_movil,Credito_clasica,Panama,Restaurante,32,98,2094.65,137.85,13,8,16,,90.3,1.201,0,4,2024
POS,Credito_gold,Ecuador,Farmacia,38,124,4294.35,70.44,6,13,2,11.3,39.8,,0,1,2024
Cajero_ATM,Credito_clasica,Ecuador,Ropa,69,79,4117.78,103.8,21,11,1,1.0,81.1,0.481,0,4,2024
App_movil,Debito,Panama,Restaurante,54,10,2376.9,141.45,6,13,30,,85.4,1.098,0,1,2024
App_movil,Credito_gold,Ecuador,Electronica,73,15,3994.26,100.93,22,6,43,,70.3,0.481,0,12,2024
App_movil,Credito_gold,Chile,Restaurante,29,42,732.28,184.75,17,4,37,55.4,9.3,3.963,0,1,2024
App_movil,Debito,Ecuador,Gasolinera,21,93,328.4,90.29,9,6,48,4.9,1.6,3.417,0,10,2024
POS,Credito_gold,Ecuador,Supermercado,64,17,5371.43,38.9,17,13,23,23.6,16.9,0.14,0,6,2024
Sucursal,Credito_gold,Mexico,Transferencia,26,9,396.4,41.11,13,11,1,3.5,11.8,1.379,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,56,114,908.19,5.87,9,1,19,14.0,72.5,0.106,0,11,2024
Sucursal,Credito_platinum,Argentina,Transferencia,59,36,3171.22,58.71,6,13,46,2.5,55.7,0.348,0,4,2024
Banca_en_linea,Credito_gold,Chile,Farmacia,45,36,1516.74,212.3,6,10,3,,52.6,2.473,0,11,2024
Banca_en_linea,Credito_gold,Ecuador,Gasolinera,40,48,5425.02,242.1,6,8,2,17.4,25.3,0.861,0,3,2024
Banca_en_linea,Credito_gold,Ecuador,Viaje,62,51,1084.48,38.93,4,1,37,16.9,15.5,0.606,0,1,2024
Banca_en_linea,Debito,Ecuador,Electronica,57,97,229.86,484.29,0,5,17,15.8,20.7,22.532,0,6,2024
Banca_en_linea,Debito,Ecuador,Electronica,61,119,1094.03,109.69,13,2,28,17.4,40.0,1.695,0,2,2024
POS,Credito_clasica,Ecuador,Supermercado,39,95,2357.32,378.3,17,6,18,2.4,74.0,2.959,0,8,2024
App_movil,Debito,Ecuador,Gasolinera,41,70,1378.77,189.02,12,9,33,6.6,25.5,2.395,0,10,2024
App_movil,Credito_clasica,Ecuador,Restaurante,68,74,2113.61,197.25,7,5,15,6.6,69.9,1.705,0,5,2024
Cajero_ATM,Credito_gold,Ecuador,Supermercado,43,80,5430.77,18.33,7,4,22,,49.2,0.065,0,7,2024
POS,Credito_gold,Argentina,Gasolinera,47,68,6289.86,42.27,9,14,41,3.5,88.5,0.13,0,10,2024
POS,Credito_clasica,USA,Supermercado,50,150,973.03,6.33,16,2,27,26.8,23.3,0.108,0,12,2024
Sucursal,Credito_gold,USA,Restaurante,33,77,1750.39,193.88,5,12,37,6.0,45.1,1.988,0,2,2024
Cajero_ATM,Credito_gold,Ecuador,Supermercado,39,116,2191.52,68.34,14,3,32,11.1,9.7,0.572,0,8,2024
Cajero_ATM,Credito_clasica,Panama,Supermercado,66,6,7645.34,236.72,14,6,45,3.1,33.5,0.603,0,2,2024
Banca_en_linea,Debito,Ecuador,Restaurante,74,154,16659.33,67.09,15,8,19,5.3,50.7,0.08,0,4,2024
Cajero_ATM,Credito_clasica,Peru,Otro,67,75,871.03,261.67,7,14,28,12.4,73.3,,0,1,2024
Banca_en_linea,Credito_gold,Argentina,Supermercado,60,88,3445.52,26.01,18,8,28,7.2,19.8,0.143,0,5,2024
POS,Credito_clasica,Ecuador,Ropa,35,3,1387.16,33.56,19,5,10,26.7,21.8,0.423,0,9,2024
Banca_en_linea,Credito_gold,Peru,Supermercado,24,52,220.35,67.53,14,5,20,13.4,63.2,3.213,0,1,2024
Cajero_ATM,Debito,Panama,Transferencia,67,74,223.24,83.76,2,10,25,8.3,38.2,3.958,0,9,2024
Banca_en_linea,Credito_gold,Mexico,Supermercado,43,125,1743.09,69.32,5,14,21,21.8,48.2,0.714,0,11,2024
Cajero_ATM,Credito_gold,Peru,Otro,25,65,1875.21,221.36,7,13,14,11.0,83.6,2.133,0,8,2024
Cajero_ATM,Credito_gold,Ecuador,Ropa,23,52,257.07,20.3,15,3,22,10.4,49.9,0.888,0,6,2024
Banca_en_linea,Credito_platinum,Ecuador,Supermercado,47,76,3103.3,69.9,14,7,26,2.8,65.2,0.423,0,7,2024
Banca_en_linea,Credito_gold,Ecuador,Transferencia,56,142,1070.36,277.32,12,13,44,5.0,65.7,4.366,0,3,2024
Sucursal,Credito_platinum,USA,Farmacia,40,89,2251.84,15.37,19,6,11,11.5,80.4,0.125,0,1,2024
POS,Credito_platinum,Ecuador,Restaurante,49,72,1094.97,432.99,14,1,7,22.2,,6.687,0,5,2024
Banca_en_linea,Credito_gold,Panama,Entretenimiento,39,68,657.21,648.74,17,4,17,3.8,6.5,15.136,0,12,2024
Banca_en_linea,Credito_gold,Ecuador,Transferencia,59,156,1507.13,18.91,12,6,18,2.4,34.2,0.222,0,12,2024
Sucursal,Debito,Ecuador,Electronica,60,138,860.8,56.64,23,11,7,,98.9,1.068,0,2,2024
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,74,115,2113.22,74.88,7,6,20,,19.7,0.647,0,5,2024
Cajero_ATM,Credito_clasica,USA,Entretenimiento,62,57,754.2,229.68,13,11,38,12.5,58.7,4.814,0,8,2024
Sucursal,Debito,Ecuador,Viaje,26,66,1975.26,140.92,10,14,11,12.1,84.3,1.296,0,11,2024
Cajero_ATM,Debito,Ecuador,Transferencia,48,90,628.09,160.08,5,12,44,4.4,,3.866,0,9,2024
App_movil,Credito_platinum,Ecuador,Viaje,24,50,2979.05,217.52,23,12,16,22.3,37.2,1.368,0,2,2024
App_movil,Credito_gold,Ecuador,Restaurante,26,14,3705.43,23.83,0,3,27,7.0,8.0,0.122,0,12,2024
Banca_en_linea,Credito_gold,Ecuador,Otro,30,16,492.44,273.65,1,6,11,10.4,36.2,7.904,0,3,2024
Banca_en_linea,Credito_clasica,Panama,Supermercado,20,171,1776.85,188.43,12,12,16,2.4,18.2,1.906,0,3,2024
Sucursal,Debito,Ecuador,Restaurante,52,42,383.77,134.18,0,10,23,5.4,96.1,4.597,1,1,2024
Cajero_ATM,Debito,Ecuador,Farmacia,50,110,2479.39,335.73,23,6,12,19.8,71.5,2.506,0,8,2024
Banca_en_linea,Debito,USA,Farmacia,38,22,967.69,185.75,23,12,40,2.4,,3.181,0,6,2024
App_movil,Debito,Argentina,Supermercado,48,68,2074.95,38.79,3,9,3,5.0,43.6,0.341,0,12,2024
App_movil,Debito,Colombia,Entretenimiento,69,19,2021.73,89.25,23,9,2,3.8,11.0,0.803,0,8,2024
Cajero_ATM,Credito_platinum,Ecuador,Gasolinera,51,66,6654.24,107.2,22,2,38,1.6,26.7,0.313,0,11,2024
Sucursal,Credito_gold,Panama,Gasolinera,49,167,2191.18,13.52,1,4,48,3.4,26.0,0.113,0,9,2024
Banca_en_linea,Debito,Chile,Entretenimiento,74,73,2386.66,468.96,20,9,24,2.6,48.7,3.626,0,5,2024
Sucursal,Debito,USA,Gasolinera,52,147,1483.96,25.64,19,14,29,25.7,46.1,0.305,0,12,2024
Sucursal,Credito_clasica,Ecuador,Supermercado,32,144,7643.73,184.33,15,13,47,13.5,43.3,0.47,0,3,2024
App_movil,Debito,Colombia,Supermercado,73,54,3953.54,110.85,2,4,46,,49.6,0.534,0,5,2024
Banca_en_linea,Credito_platinum,Peru,Otro,49,153,1040.1,8.89,16,8,34,14.4,98.7,0.143,0,5,2024
POS,Credito_clasica,Ecuador,Supermercado,23,112,4848.11,393.04,4,10,20,0.2,29.8,1.557,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Gasolinera,62,18,1615.83,291.42,7,12,18,7.5,,3.21,1,3,2024
App_movil,Credito_clasica,Panama,Electronica,38,151,4610.37,116.43,11,3,14,,24.0,0.484,1,11,2024
Cajero_ATM,Debito,Peru,Electronica,50,117,4527.43,44.0,22,3,18,1.2,46.7,0.186,0,10,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,49,85,723.32,24.45,11,9,2,21.5,,0.53,0,4,2024
Banca_en_linea,Credito_gold,Peru,Electronica,69,139,3219.46,72.74,0,11,1,2.2,,0.425,0,9,2024
POS,Credito_gold,Ecuador,Gasolinera,36,39,1058.49,49.24,0,10,20,17.3,26.5,0.783,0,10,2024
POS,Debito,Ecuador,Otro,50,105,1082.75,110.99,14,8,34,5.3,3.7,1.731,0,9,2024
Cajero_ATM,Credito_clasica,USA,Supermercado,45,68,1078.68,514.03,16,1,41,0.1,81.5,8.04,0,2,2024
Cajero_ATM,Credito_clasica,Ecuador,Gasolinera,48,25,3432.63,133.33,1,10,41,13.2,12.8,0.734,0,8,2024
App_movil,Credito_gold,Ecuador,Gasolinera,38,158,852.85,336.0,16,14,48,9.1,36.8,6.383,0,8,2024
Banca_en_linea,Credito_clasica,Chile,Gasolinera,71,173,202.27,162.85,19,2,11,4.2,47.7,8.097,0,7,2024
Cajero_ATM,Credito_clasica,Ecuador,Ropa,51,123,3340.24,101.72,8,3,27,3.3,43.2,,0,8,2024
App_movil,Credito_clasica,Ecuador,Restaurante,32,121,669.4,294.25,11,14,23,0.8,72.6,6.769,0,3,2024
App_movil,Credito_clasica,Chile,Restaurante,31,61,475.88,100.62,3,11,38,28.4,59.7,2.977,0,6,2024
POS,Credito_clasica,USA,Viaje,36,100,877.93,309.46,12,2,44,6.8,,5.742,0,1,2024
Banca_en_linea,Credito_clasica,Peru,Electronica,60,51,1394.69,56.71,3,3,3,,5.2,0.711,0,7,2024
Banca_en_linea,Credito_clasica,Panama,Gasolinera,32,98,1815.21,25.68,6,8,12,20.3,76.8,0.255,0,1,2024
App_movil,Credito_gold,Ecuador,Supermercado,23,137,313.98,294.98,13,11,30,3.3,35.3,11.478,0,9,2024
Sucursal,Credito_clasica,Peru,Restaurante,69,2,9014.63,137.8,8,11,31,,89.0,0.299,0,1,2024
App_movil,Credito_platinum,Ecuador,Supermercado,26,5,3347.51,334.86,22,12,23,3.3,39.5,1.888,0,1,2024
App_movil,Credito_clasica,Panama,Supermercado,54,86,1175.93,421.68,0,14,1,8.3,71.8,6.129,0,7,2024
Banca_en_linea,Credito_platinum,Ecuador,Farmacia,37,133,1159.37,13.27,0,6,41,0.8,94.0,,0,2,2024
Sucursal,Credito_gold,Colombia,Transferencia,51,68,1687.98,109.26,19,14,20,6.6,65.1,1.157,0,5,2024
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,55,9,2660.39,75.49,3,7,6,,41.3,0.528,0,8,2024
